,ID,Gender,Age,Region_Code,Occupation,Channel_Code,Vintage,Credit_Product,Avg_Account_Balance,Is_Active,Is_Lead
201227,4ZMHU2T4,0,30,4,2,1,26,1,3606707,0,0
61277,NMH5MV2X,0,28,1,4,1,21,2,316457,1,0
19727,TSUQ95RC,1,64,4,4,3,105,1,1797363,1,1
98428,3SSB45MP,1,27,31,2,1,21,1,1279739,0,0
236937,DDRGPE4P,0,31,11,4,1,14,2,468816,1,0
225760,3PGFUVLP,0,81,18,4,2,63,0,1620814,0,1
209350,8ERZDBLC,0,30,22,2,1,27,2,477146,0,0
76195,7TECPZ7V,1,32,4,4,1,33,2,2506293,0,0
225763,TVOLS46G,1,57,25,3,2,67,2,896764,1,0
177883,USSBPQIH,1,29,34,2,1,20,2,815738,1,0
26365,MH58E9NJ,0,73,23,4,2,49,2,454843,0,1
80270,MAEZOBSY,1,47,34,3,2,104,1,979872,1,0
3522,NZRFE4MB,1,69,21,4,3,80,0,783965,1,1
207214,ZT8AAYDV,1,29,6,2,1,31,2,403721,1,0
94182,T5UKHFM3,1,26,2,2,1,21,2,679888,0,1
60581,4RJ7QD63,0,40,27,4,2,21,1,583430,1,0
54849,GVAX7JPK,0,28,0,2,1,32,2,499841,0,0
95243,HL34BFRP,1,46,30,3,2,20,1,439838,0,0
75604,IBL7VOO3,0,27,4,3,1,21,1,1070767,0,0
43434,VKD6Y9HT,1,26,22,4,1,14,1,1007150,0,0
119721,HBRVKYX6,1,49,18,3,2,99,0,2192835,1,1
11775,A5LTO6BO,1,40,33,3,2,43,2,605493,1,0
160259,AW9F8VPV,0,50,28,3,2,87,2,1319514,1,0
165621,MWA3Q6XF,0,31,16,2,1,33,2,467018,1,0
142673,LC45XRPX,1,53,9,3,3,91,1,425767,0,0
38669,7X6TTWNH,1,70,5,4,1,31,2,792064,1,0
60649,FGB95FBE,0,60,4,3,2,21,1,2607922,1,0
75069,79PSDW55,1,32,33,2,3,19,2,1469852,1,0
140799,BVPDXMDI,1,28,5,2,1,31,2,500037,0,0
244573,BE2XZSZY,0,29,13,2,1,19,2,1296347,0,0
985,OTEWJ8UW,1,58,0,3,2,73,0,717722,0,0
99581,G4JBDHAW,1,27,4,2,1,21,2,3391701,1,0
225460,3BAXU8SO,0,26,24,4,1,20,2,1161040,0,0
48401,H9UXDUP6,1,33,4,3,1,33,2,847342,0,0
200609,BRBGMYIE,1,28,2,2,1,33,2,93512,0,0
222136,JENVGHUF,0,55,27,3,1,20,2,515666,0,0
58996,KFPEN7QB,0,28,4,4,1,20,2,1377070,1,0
196351,7KSNRADE,0,29,8,2,1,20,2,421860,0,0
116681,E8GCGNRL,0,67,34,4,2,61,2,1173295,0,0
3389,ZAAEEKVX,0,28,11,2,1,31,2,606009,0,0
101965,4I8MKDCV,0,28,27,2,1,20,1,1597372,1,0
170294,ZGPZMIBW,0,30,4,4,1,26,2,1206208,0,0
203866,DAKCXKPU,0,79,18,4,3,115,1,400152,0,0
153872,KMPQ9472,0,38,20,3,1,14,2,680992,0,0
137835,JU76TQBH,1,50,19,3,2,19,1,2771397,1,1
79211,EFSHSFNJ,1,43,11,4,4,15,2,308447,1,0
194356,D6MYQHYS,1,64,18,4,3,121,0,1574926,0,0
27731,ZQTIUS6Y,1,48,11,3,3,44,1,1081919,1,1
145745,VKTEEVMT,1,31,4,4,1,31,1,982791,0,0
174005,YPFGVFZE,1,34,18,3,3,62,2,1065143,0,0
134305,SBA4RBBX,0,62,29,4,3,45,1,810683,0,1
185499,D9G6TJ7W,1,61,32,3,2,57,2,1051419,1,0
231526,BAPPSZRT,1,40,7,3,2,14,2,1220964,0,0
104299,B5BAVUE4,0,51,30,3,3,116,2,282397,1,0
189737,EYNAGD8N,0,52,18,3,2,57,0,1026623,0,1
33178,JERKRATA,1,28,20,2,1,21,2,2328373,0,0
90603,H8X5Q9X8,0,30,33,4,1,19,1,2438742,1,0
118105,94S99JVN,0,31,18,2,1,25,1,529131,0,0
16394,SGGTBEAC,0,28,20,2,1,19,2,376808,0,0
138538,CNUGIF5D,0,36,34,4,2,26,1,841272,0,0
35113,7YGY4PZH,1,45,15,3,2,26,2,610210,0,1
116213,ETHCQUM3,1,61,18,3,2,55,1,1313150,0,0
67091,LDR7GBS9,0,53,18,4,2,50,1,1662181,0,0
223155,W5NSFHJM,0,28,20,3,1,14,2,785131,0,0
128298,BCBGSQUF,0,72,4,4,3,86,0,1217039,1,1
65032,MVD2BK3Y,0,26,4,2,1,15,2,965694,1,0
70863,5W3AZHU6,1,76,10,4,3,56,2,513156,1,0
364,GCY8FWQY,1,50,26,1,3,98,0,1765920,1,1
18685,8JBJTFQX,1,31,33,4,1,19,2,1446730,1,0
154799,GJYPACO6,0,24,30,2,1,13,2,423079,0,0
125949,KXUFUJH4,1,30,27,2,1,19,2,718292,0,0
161783,SSWGUTZZ,1,52,18,3,3,79,1,1183263,0,1
106358,MLV3JN2Y,0,38,22,3,3,31,1,628242,0,0
64563,FXE77RQA,1,31,27,2,1,20,2,510156,0,0
24378,RNJAQXTX,1,36,34,4,1,25,2,596682,0,0
176125,HB3NHWJY,0,31,24,2,1,31,2,1030495,0,0
138588,JWHRHUZB,1,48,11,3,2,56,2,595347,1,0
77822,UZGJGUVZ,1,51,33,3,3,43,0,1690136,1,1
178804,UTGS2TZG,1,55,18,3,3,43,2,340923,1,0
44678,UZSMABK9,1,43,18,4,2,13,1,1030611,1,1
60082,J5LYCK9K,1,27,8,4,1,26,2,314285,0,0
233194,BTX4NQJZ,0,35,30,3,1,33,2,799166,0,0
168807,DD8QFNJV,0,27,2,3,1,26,2,318602,0,0
175273,5X9K58T7,1,41,34,3,3,56,1,717980,1,0
145103,XHWMVXWN,0,39,18,3,2,26,1,3888045,0,0
201531,MSGAR8GQ,1,59,34,3,3,111,1,2689544,1,0
136916,F3SFF6B7,0,28,2,2,1,32,2,818337,0,0
67725,H4JRX77A,1,71,34,4,3,73,2,895945,0,0
192367,QHRS8NPJ,0,51,34,1,3,109,1,1512635,0,1
103945,PXW8JKCR,1,45,18,3,2,61,2,1032319,1,0
177304,CFHMSV7O,0,35,34,2,2,25,2,421005,0,0
94889,4AYDVMGQ,0,27,27,2,1,13,2,790569,0,0
240933,DMBRZM49,0,46,11,3,2,62,2,1430488,0,0
53095,FNGJCRJ3,0,31,22,2,1,20,2,463983,0,0
88975,BMKXCWSP,1,31,34,4,1,21,2,1116656,1,0
39736,VSZG3EKU,0,30,5,4,1,26,2,565915,0,0
128287,BTTY8THU,0,43,32,3,2,50,2,717811,0,0
67261,EO8CYERD,1,61,4,3,3,68,1,1249034,0,0
3981,3FIGUGPN,1,52,19,3,2,39,2,835238,0,0
112408,XFICMCYJ,0,31,20,2,1,15,2,492214,1,0
94591,4R2MPVR3,0,29,18,2,1,31,2,1913847,0,0
174271,GBSTJ5ED,0,42,28,4,2,19,0,1019290,0,1
68013,IWOPDPOS,0,45,27,3,3,33,2,755547,1,0
218348,KLFFQSVY,0,32,19,2,1,25,2,399868,0,0
156323,ZZ4CRAPO,1,48,4,2,2,75,0,1817442,0,1
132853,4UXCR2UA,1,51,11,3,1,31,2,417757,0,0
99029,DXTESSA2,0,24,27,4,1,13,2,2271920,0,0
53317,B5HBLSHO,0,50,30,3,3,14,2,798071,0,1
90379,O9MGS3CX,1,26,4,2,1,21,2,2864224,0,0
195437,KKYUUJMY,0,49,33,3,2,27,1,726329,0,1
179406,IRWUAQZH,1,51,33,3,3,116,1,800635,0,0
153120,WZQ4YDNY,1,28,16,2,1,20,2,827548,0,0
20600,ERSCBWYH,0,26,18,2,1,14,2,1564326,1,0
49286,EKKZROMU,0,56,18,3,2,92,2,1389565,1,0
115985,QFQZFNCB,1,50,18,3,2,92,1,650910,0,0
174381,LCBQKBHW,0,51,22,4,3,85,2,1069299,1,1
226159,SQXWBBRG,0,30,21,2,1,21,2,565701,0,0
40799,SA7US2DG,1,41,22,3,2,14,2,887187,1,0
89029,WWVFEBU6,0,29,32,2,1,26,2,1082248,0,0
159804,5IJV7ZJ4,0,29,27,2,1,14,2,838994,0,1
79174,FV34XBCQ,1,40,18,3,2,15,1,952923,0,0
216492,DGZEF253,1,42,18,1,2,51,0,1935376,1,1
77779,KUHTXT6Y,0,54,32,3,1,33,1,504692,0,0
209743,CBYDERE5,1,59,8,3,3,103,0,610976,1,1
17828,HWXPHRPX,1,42,27,3,2,92,2,2164337,0,0
74722,4NVEFBPN,1,33,27,2,1,20,2,1014439,0,0
233096,KNXPYHDU,1,28,4,2,1,25,2,594573,1,0
167737,8BJGSRSS,0,50,27,3,2,75,2,1673422,0,0
35827,AFYT3W7G,0,73,34,4,2,115,2,1805988,0,0
123019,DNYHGTVK,0,43,18,2,2,63,1,1055958,0,0
5285,GCLAVXMX,0,30,12,2,1,33,2,736964,0,1
186810,BQR4PNJW,1,59,18,3,3,49,1,1560962,0,0
183231,BQG68SKC,0,59,33,2,3,99,0,1521392,1,1
60022,KJHY8AYQ,1,24,5,4,1,14,2,516324,0,0
225263,PN6NHBUK,0,28,4,2,1,26,2,794075,0,0
46747,FDVPYRHN,1,48,18,3,2,55,1,1390536,0,0
164231,BCNPJHK5,0,29,21,4,1,27,2,545151,1,0
39290,B44HY2PG,1,50,33,3,3,110,1,1881584,0,1
31971,J2UP8ZZF,1,50,27,3,2,63,2,775118,1,0
124265,KICYURIK,0,45,10,3,2,61,2,469386,0,0
121126,XYJW7MQE,1,57,18,3,3,117,1,1600994,0,0
245470,DFQBQJ7Z,0,47,34,3,2,103,0,1046542,1,1
101701,G4US7HQX,1,49,34,2,3,129,2,3765385,1,1
226173,PAYAMXR6,0,28,26,2,1,20,1,1592076,1,0
18503,KO55YCZZ,0,47,33,3,2,37,2,722083,1,0
73913,CDVHSCH2,0,41,18,3,4,15,1,3711834,0,1
127085,KYGYJND5,1,31,18,2,1,33,2,892144,1,0
40084,348MA2G3,1,50,22,4,2,81,1,550643,0,1
226342,LLKK2SGU,0,56,31,3,3,128,2,819147,1,0
146540,M9L8GPCT,1,26,4,2,1,27,2,1856175,0,0
26540,9FEZBOPB,0,30,19,2,1,33,2,954080,0,0
40149,UQW5KVZE,0,48,18,3,3,32,2,1284626,0,0
61588,QXNMNTYK,1,29,18,2,2,27,1,1738944,0,0
66002,9DUQSPS2,1,25,4,2,4,14,1,1353832,0,0
221432,39UQCETZ,1,69,4,4,3,121,2,1116914,0,0
197585,ZWCYEHFS,1,45,18,3,3,45,2,379478,1,0
183427,3GHPKY6V,0,50,18,3,3,111,0,1075814,1,1
143423,YXSML5NU,1,50,33,3,3,74,2,1042937,1,0
108478,3JNWKUPT,1,26,18,3,1,15,1,1142030,0,0
28689,MERUEFAZ,1,43,14,3,2,92,1,710558,1,1
152174,QOCK3O7J,0,39,2,2,1,32,2,739153,0,0
5571,DZKWVRMT,0,56,20,3,2,27,2,485735,1,0
240738,DNUZMUEW,0,31,34,3,2,26,1,551088,0,0
203461,4YHLMVDJ,1,45,18,3,2,44,2,608697,1,0
127190,EPLOR2IH,1,43,34,1,2,85,1,678696,0,0
9727,97OXUB8C,1,39,19,3,2,56,2,1236957,1,0
98646,MAIM2KXC,0,30,19,2,3,19,2,589233,0,0
206162,5EWDKK4Y,1,72,27,4,3,44,2,1973690,1,0
188948,GJRTULSC,1,85,4,4,2,38,2,575723,1,0
153647,EDHBARJN,0,30,4,3,1,32,2,2956615,0,0
145421,35KXHPYW,1,50,18,3,2,75,2,1114119,1,0
137300,FHAL2KIY,1,51,4,3,3,91,1,805752,1,1
147196,ICBCHA45,1,51,33,3,2,26,0,1136067,0,1
51818,FDYJD8Z3,1,60,30,3,2,62,2,1470182,0,0
35961,AJQJVNKW,1,63,18,4,2,32,1,616654,1,0
208036,ERQAHFFK,1,84,33,4,2,99,0,2674841,0,1
155886,XDLV3CHM,0,53,33,3,3,104,2,637952,1,0
68768,PDCPQSAX,0,66,24,4,3,43,2,834980,1,0
218371,BC9WXQAW,1,66,19,4,2,56,1,406916,1,0
75495,EVVJKB2I,1,76,34,4,3,117,1,5714253,0,0
79260,KDVVMENZ,1,28,24,2,1,20,2,525651,1,0
207377,4MZ9HXBK,1,49,13,4,3,67,0,852032,1,1
1914,LPA386FM,1,43,4,4,2,20,2,950680,0,0
72402,8QYHSPT6,0,27,19,2,1,13,1,1236930,0,0
14181,FZGTSGPN,1,50,4,3,2,25,1,2101592,0,0
159083,GKNDWASS,0,58,34,3,2,26,2,5475600,0,0
132382,E34JF33Y,1,29,18,2,1,31,2,774015,0,0
18922,I7NSYWVC,0,32,7,2,1,20,2,475064,0,0
221919,GVFL26RD,0,30,29,4,1,31,2,694422,0,0
138577,ZIC5OFKP,1,45,33,3,1,68,2,961662,1,1
7550,BQVEVNR3,1,33,34,3,1,26,2,1513026,1,0
236323,IE2Y92LM,1,28,30,2,1,27,1,701337,0,0
159056,MAFVPD6R,1,26,0,2,1,19,1,533492,0,0
218112,UC5QBN6S,0,32,27,2,1,31,2,605805,0,0
73067,NNSDP4QH,0,30,14,2,1,14,2,604906,0,0
137632,3XODVAIH,0,41,18,3,4,13,1,1147770,0,0
149742,HXEEHKSX,1,43,16,3,2,31,2,475108,0,0
151053,UMKO5UPP,0,53,29,3,2,21,2,261775,1,0
245426,S5SPSK7C,1,63,4,4,3,110,1,1437118,1,1
206040,6EU8DHSA,0,53,33,3,3,79,1,3532552,0,0
30164,QH3LLDCP,0,54,18,3,3,103,0,2016588,0,1
213136,IUEAVXKQ,0,69,29,4,3,123,2,954311,1,0
105446,PPMABWR5,1,43,25,3,2,20,1,994308,0,0
202496,6O28BGQW,1,49,24,3,2,80,1,505920,0,0
174053,SM6K8W8L,1,26,7,2,1,20,2,624851,1,0
29201,KEMMNBPG,0,29,5,2,1,33,2,791548,0,0
114780,NAPFX4UK,1,48,27,3,2,31,0,1309154,1,1
66812,DUXASCT8,0,43,34,3,1,55,1,535931,1,0
21155,3RK4PFIL,1,49,18,3,1,33,1,946799,1,1
73204,XOIX47AU,1,33,30,2,3,20,1,920954,0,0
39445,BZ967R5M,1,45,33,3,1,43,1,4743824,1,0
141012,GQK6PROJ,0,28,27,2,1,19,2,1113835,0,0
235174,Q59S5UX4,0,58,18,3,3,91,0,1605479,0,1
29786,DAXPKUSD,1,28,11,4,1,27,2,1163265,0,0
79460,IGAEXPSD,0,65,26,4,2,62,2,779212,1,0
230601,MEN2OFNX,1,69,4,4,3,116,2,793203,1,0
208399,4EH87L7Q,0,27,19,4,1,19,2,788522,0,0
31573,C2DTDNMC,0,32,30,2,1,19,2,430030,0,0
53992,54RUSXFT,1,33,1,4,1,15,1,473462,1,0
130597,N5YVCK6J,1,44,18,3,2,93,1,1556120,0,1
216660,UEB5XTCU,1,50,4,3,2,38,2,1174426,1,0
104441,WXFYTMM8,1,59,33,3,3,99,0,1043640,0,1
51330,FRC7EJ8C,0,66,33,4,2,92,2,2122872,1,0
78009,T9NHONF2,0,28,2,2,1,19,2,723311,0,1
115901,HPW5SBIP,0,53,33,3,3,111,0,1108308,1,1
189852,TXZIROD5,1,26,27,2,1,13,2,1130664,0,0
140402,HUT72VJX,0,57,34,4,3,109,2,368620,0,0
97473,LF3A9YC5,1,80,33,4,3,32,2,878554,1,0
83579,L5VZIWWO,1,44,7,3,2,19,0,613574,0,1
126387,DLZRXEEA,0,40,33,3,3,15,1,1814451,1,0
159494,7AMCI9YB,1,45,4,3,2,99,2,865311,1,0
43906,YCPJPM4A,1,50,4,3,2,27,2,624450,1,0
115894,E3ZIXU4E,1,24,34,2,4,14,0,1075075,0,1
178779,9FFCAUJL,0,41,25,4,1,31,1,3001080,0,0
33725,G6XUUIV6,1,37,34,3,3,45,2,811386,0,0
108022,9EDTRXXC,0,65,30,4,2,21,2,355537,0,0
26201,HJEAXY3P,1,48,7,3,3,19,1,745045,1,1
242149,8WV7VUC6,0,52,22,3,3,13,1,1402996,1,1
118490,I7FS9NCL,1,53,18,3,3,38,2,1078217,1,0
163316,EJVTFQ6P,1,38,27,2,1,31,2,2696130,0,0
58666,XYBAZ8CZ,1,32,30,3,1,13,2,706410,0,0
242741,7QPANG8B,0,28,33,3,1,21,2,365923,0,0
61911,MCWABQGA,0,28,17,2,1,25,1,992617,0,1
189145,TP8AYSE6,0,67,33,4,3,92,0,902424,0,1
86799,AV5C6UMR,0,65,34,4,3,121,2,1364503,1,0
113923,NAZFYYPR,0,34,4,3,3,14,2,1170180,1,0
188372,BMSY8DAV,0,32,33,4,2,26,0,923348,1,1
157387,4G653JNA,0,69,34,4,2,86,2,1745459,0,0
179469,WZ6NP3L4,1,30,34,3,1,26,2,594858,0,0
107892,JHF4YAP5,0,26,30,2,1,13,2,1039644,0,1
137342,9VBTFVYN,0,30,19,2,1,32,2,1366951,0,0
15220,FQJB8XCQ,1,43,30,3,3,91,2,510165,1,0
16628,GXQZOMIA,1,53,34,3,2,103,1,1086779,1,0
214669,HQQ4S2MG,1,31,25,4,1,32,1,769805,0,0
95588,MWKEV7F9,0,34,34,4,1,25,1,802762,0,0
80190,E88UQRDK,0,30,18,2,1,13,1,1297860,1,0
148178,ZDCPVKB7,0,51,33,3,3,33,0,531623,1,1
115945,5SEITAZM,1,25,27,3,1,19,2,763255,0,0
116354,UJRHYGEG,0,28,24,2,1,33,2,873187,0,0
83457,GVNRGRB3,0,47,31,3,2,43,2,1297531,1,0
194146,VQJLMJCQ,1,36,22,4,2,49,2,652868,0,0
164027,9BPDPISS,0,28,19,2,1,25,2,490692,0,0
155667,V5AFJJFA,1,77,33,4,3,86,1,3644327,1,0
60669,KFUMRM3F,0,64,18,4,3,79,2,1379446,1,1
212792,UENUQU5N,1,53,4,2,3,115,1,1311673,1,1
186803,KR7TG4XZ,0,41,18,3,2,31,2,1517601,1,0
32689,59DSGFFD,0,47,18,2,3,97,1,594769,1,1
187193,P9GSZFHN,1,39,33,3,1,33,0,571255,0,0
5326,FZDDYV95,1,36,11,2,1,15,2,688041,0,1
28163,AUQOJYTT,1,45,30,4,2,20,1,1288052,0,1
50365,NRXKSAYR,1,47,11,3,4,8,0,1012713,0,1
121652,EQSOUNQA,1,40,18,3,3,61,1,991771,0,1
222208,EQOLFQYY,1,52,18,3,3,86,1,1176633,1,0
127791,HZJ6RPYE,1,53,28,3,2,33,2,432255,1,0
227353,9QWDHH52,0,63,18,4,3,111,0,1680435,1,1
237778,7PTCK8KA,0,44,4,3,2,37,2,1120269,1,0
190646,EJ5YX2VG,0,28,19,4,1,19,2,1180237,0,0
128133,TD8LR4E9,0,27,24,3,1,21,2,464126,0,0
41950,GCC2HRVQ,0,28,18,4,1,13,2,375633,1,0
237567,LMPQQT8T,0,75,18,4,2,63,1,498720,0,0
122269,LOAQAIQP,1,39,13,3,2,19,1,625741,0,0
125689,WR45XA3U,0,32,11,2,1,14,2,1015676,0,0
101413,6FFJ6TYZ,1,52,29,3,2,13,2,562675,1,0
61356,NZKOXJGC,1,47,34,3,4,14,1,788086,0,0
82670,9HJ6CZZM,1,51,10,3,2,62,2,444599,0,0
218529,DKB6WPXY,1,35,28,3,3,61,2,708030,1,0
227488,UGATAL54,1,58,33,3,3,116,2,1983124,1,0
77919,Q4H52XMP,1,50,34,1,3,97,0,1198732,0,1
159934,LVD2HXFR,0,50,18,3,3,67,1,516155,0,0
174920,87KIECJV,1,25,33,2,1,13,2,1711674,1,0
216063,APHWHS65,1,27,11,4,1,32,2,949656,0,0
11587,HRVTJQG7,1,48,33,3,3,75,1,4687656,1,0
30240,BWLR4I53,1,28,32,2,1,13,2,1108192,0,0
51629,IDAXYL3T,1,37,34,3,3,57,2,606819,0,0
187784,62BLZHOW,0,25,3,2,1,15,2,1550522,0,0
59892,VOFXDJA9,1,51,33,4,1,92,0,1341977,0,0
119830,FOXLEBJW,0,48,18,3,3,86,2,462230,1,0
230554,3RP5XXMC,0,34,31,2,1,25,2,684543,0,0
33063,FHCMGPJ4,0,65,23,4,3,92,0,535076,1,1
46350,VSFMGTAG,1,55,18,3,3,93,1,734899,0,0
97878,6UNHJJJV,0,53,1,3,2,69,1,576800,0,0
56769,WKYTVKTD,0,29,13,2,1,21,2,868871,0,0
61119,5PY3BORK,0,30,4,2,1,27,1,984001,0,0
51651,59JPYHHP,0,30,2,2,1,26,2,1025538,0,0
175441,KCMRNPC3,1,30,14,2,1,19,2,1308860,0,0
176193,OHMUDDWB,1,33,24,2,1,19,2,1239592,0,0
196473,ANEC5QNP,1,39,23,2,3,25,1,490496,1,0
158391,UBGEZJJ8,0,30,11,4,1,20,2,590488,0,0
165590,2GHSCRSM,1,26,20,3,1,13,2,415897,0,0
212573,2FM2ZEAB,0,29,33,2,1,32,2,995829,0,0
228078,HK7YPHB5,1,59,4,3,3,61,1,1152202,0,0
29315,ISQFRGZI,1,54,0,3,3,69,1,245996,0,0
55513,CIHOKWEZ,0,48,1,4,2,63,2,283812,0,0
195541,DOCVCVMI,1,73,24,4,2,55,2,905530,0,0
154735,VRPS3ZG5,0,63,4,4,3,61,0,624326,0,1
9242,K7DZZYOB,0,56,32,3,2,68,2,672973,1,0
110503,EUJMCQNY,1,50,34,4,3,86,2,769850,0,0
243228,52G6VF7T,1,64,15,4,2,15,1,901427,0,0
51354,B5SRHJRB,0,27,34,2,1,20,2,1215117,1,0
172728,J9AVWXPG,1,46,1,3,2,69,0,470062,1,1
25168,HFXM2DFF,1,61,34,4,3,105,1,2581498,1,0
31193,URNULSBZ,1,74,33,4,2,62,2,3532481,1,0
55280,DSFXPWQZ,1,38,33,2,1,33,2,769413,0,0
234693,MTE7HNLT,0,52,33,3,3,92,1,1341701,1,0
145288,UBHTW9EX,1,57,18,4,3,91,1,1849491,0,1
222812,K6OMCMV5,0,30,11,2,1,38,2,856037,0,0
59788,CCRYXHQ6,0,27,17,2,1,31,1,681241,0,0
176195,IAEGJ9XP,1,65,4,4,2,14,2,607442,1,0
151189,ZT5GPD3Z,1,77,18,4,1,69,2,1431137,1,0
211235,CCFKE2U8,1,36,30,2,1,25,2,383225,0,0
32798,6HSIP2NE,0,34,18,2,1,15,2,924176,0,0
6737,7V9H3PAW,1,57,33,3,2,79,1,838104,0,1
54508,U94MWR7H,1,44,34,4,3,38,2,2454798,1,0
114218,BRXDDMPD,1,60,8,4,2,85,2,395471,0,0
101696,3OLHPXFF,0,28,7,2,1,19,2,402671,0,0
98527,DBCXB2BU,0,38,24,2,3,33,1,805734,0,0
78414,GXHT5GTQ,0,57,33,4,1,81,0,1080095,0,1
85528,4J4PXARU,1,37,28,4,1,33,2,1063532,0,0
157790,G4GU9VUN,1,51,19,3,2,61,2,700430,1,0
123031,FS6T43SA,0,55,18,4,3,117,2,1845201,1,0
216418,DVZJ8L28,1,29,28,2,1,31,2,783084,0,0
168638,EESBUM4B,1,44,30,3,3,55,2,802771,1,0
7855,7ZRKHYMH,0,49,33,3,1,61,2,2158828,0,0
50790,TBYZVAQA,0,77,19,4,2,99,0,415683,1,0
58535,VGGTRGDQ,1,41,11,3,2,51,1,1354749,1,0
144676,BVQJUDP3,1,65,22,4,3,97,1,874798,1,0
97062,YDPWMKFS,0,26,11,2,1,20,2,686261,1,0
92079,KVFKFAM7,1,77,18,4,3,49,2,2297704,1,0
43729,9XQPC6YA,1,47,30,3,2,32,1,404140,0,0
186909,KUGKNEWM,0,73,27,4,2,20,2,596264,1,0
11361,DQHBF78J,1,43,18,3,2,62,2,1057498,1,0
227845,B6YQK4ZB,1,44,1,2,3,49,1,783707,1,1
157289,6LMRF7BC,1,37,30,2,1,26,1,341875,1,0
48474,CIHY7N3B,0,29,18,2,1,19,2,1330194,1,0
243017,FWPGNLUZ,1,42,18,3,2,26,1,1715297,0,0
10068,CUNCDG2T,1,43,1,3,2,13,2,254718,0,0
89689,JNAMKQ4A,1,31,2,4,1,20,2,662560,0,0
9346,VY3TA24D,1,26,20,2,1,20,2,667864,0,0
63134,CNAHCBG9,0,31,34,2,1,31,2,685575,0,0
146957,LKEKDQTU,1,36,29,2,2,27,1,753073,0,1
113004,392CZMQX,1,53,1,4,3,91,2,851445,1,0
19388,GMPN4RP9,0,52,18,3,3,69,0,691716,0,1
129528,NQ9AUDBL,0,30,19,2,1,31,2,513556,0,0
142825,HEUEKO8V,1,69,34,4,4,7,2,625403,1,0
80093,NCJVE5LS,1,29,34,2,1,32,2,988122,1,0
121784,Y2F5COIC,0,25,33,2,1,15,2,873090,1,0
83235,LWGMNARL,1,45,26,2,2,93,1,1127363,1,1
245014,9V2PP93M,1,30,7,2,1,19,2,457335,0,0
237208,WPCFTV5I,1,49,7,3,2,25,2,371664,0,0
155020,S4ZMXWNQ,0,53,4,3,2,74,0,1151606,1,1
129536,Q6JSEMJL,1,47,33,3,3,45,1,1108859,0,1
88339,U8DXSWD9,1,67,6,4,3,98,2,384782,0,1
48496,6WTZHDMA,0,50,31,4,2,31,0,833315,0,1
32515,ZGZJZRVK,1,26,18,4,1,21,2,1190731,1,0
204208,R9FRLRLZ,1,30,4,4,1,13,2,1129454,0,0
171243,9GGJZFPF,1,73,19,4,3,26,0,836795,1,0
42926,MGH5NFT2,1,71,18,4,3,127,1,912285,0,0
174912,BBSGMJTA,0,28,0,4,1,15,1,893070,0,0
90975,75MFE2N4,1,26,25,2,1,21,2,1141985,1,0
58675,RAEIDCEN,1,49,4,3,3,67,2,453757,1,1
191062,2SQM6ZCP,0,63,4,4,2,93,1,3432934,0,1
120388,DQBMAMWC,0,49,32,3,2,67,2,847013,0,1
223727,IFIFSH6Q,0,47,29,3,1,37,2,421228,0,0
29749,G3XZFSND,1,33,2,2,1,14,1,425500,0,0
157149,N7TGHNRS,0,30,27,4,1,27,2,511376,0,0
127139,7FXFAPZS,0,37,30,4,3,21,2,490194,0,0
181887,DNZEPID3,1,25,7,4,1,15,2,374369,0,0
111944,M5TWBYHL,1,33,2,3,1,33,2,697662,0,0
130046,7CQSC8O3,0,27,11,4,1,19,1,1646135,0,0
47540,6PIGAUE5,0,40,4,3,2,57,1,1041246,0,1
139930,JPHWSCNS,0,49,33,2,3,117,0,709757,1,1
197812,7D5GUNFP,1,52,34,3,3,123,1,793862,1,1
152817,SGNJSTJU,0,81,27,4,3,74,0,659774,0,1
152825,EJHE74SD,1,26,18,4,1,13,2,865605,1,0
134364,KF4NMAJB,1,43,18,3,3,56,2,4099678,1,0
66013,WR3W2GAQ,1,40,11,3,1,13,1,773249,0,1
39550,QRCADNCA,0,27,8,3,1,14,2,1102478,1,0
173792,BLUGGDWN,0,72,4,4,3,49,2,1092145,0,0
89845,7SYXSQXE,1,49,4,3,2,91,0,1550460,1,1
63519,LUECJORJ,1,57,27,3,2,25,2,988825,1,0
180566,XPMQW6C9,0,34,13,2,1,31,2,600589,0,0
46538,OMBHMTPY,1,48,33,3,2,45,2,720535,1,0
81231,ADGFYK2H,1,66,33,4,3,111,1,1943172,1,0
126813,3SGL3AU4,0,51,18,1,3,122,0,2490656,1,1
23410,JKYNGYMT,1,31,30,2,1,25,0,1206466,0,1
115775,AAFNL4S6,1,57,4,3,2,33,2,574753,1,0
16629,5HEW4SXX,0,35,14,4,3,31,2,343718,0,0
191178,Z8BU4TDJ,1,29,14,4,1,25,2,740239,0,0
228976,RTAPFE82,0,44,18,3,3,98,1,1825995,1,1
219825,ZIZGUTV9,1,24,4,2,1,13,2,508394,1,0
239204,V7RHP4XJ,1,39,18,3,2,91,1,1461148,0,0
47235,XYYGNHMH,1,82,18,4,1,57,2,1901244,1,0
54683,IDR8VMYD,1,64,18,2,2,91,0,1392850,0,1
83160,WP4NDOD7,1,51,18,4,2,43,1,430377,0,1
216058,2MKVJ2Y3,1,47,4,3,2,37,2,554149,1,0
94737,HSHJNXCP,0,33,33,2,1,27,2,8475888,1,0
169416,T3TNS79T,0,29,31,2,1,32,1,479523,0,0
